,ID expérience,Etat expérience,Statut de l'expérience,Date de publication,Titre,Description,Posté comme,Ressenti usager,Code INSEE Département usager,Intitulé département usager,Intitulé région usager,Code INSEE Région usager,Pays,Intitulé Typologie 1,Code Postal typologie 1,Pays Typologie  1,Canaux Typologie 1,Intitulé Typologie 2,Code Postal typologie 2,Pays Typologie 2,Canaux Typologie 2,Intitulé Typologie 3,Code Postal typologie 3,Pays Typologie 3,Canaux Typologie 3,Hors structure,ID structure 1,Intitulé structure 1,Evaluation utile réponse structure 1 par visiteurs,Evaluation inutile réponse structure 1 par visiteurs,Evaluation  réponse structure 1 par auteur,ID structure 2,Intitulé structure 2,ID structure 3,Intitulé structure  3,Accessibilité,Information/Explication,Relation,Réactivité,Simplicité/Complexité,Expériences Similaires,Amélioration de service à considérer,Action,Date action réalisée,Date action engagée,Tags Métiers,eval,sentiment_eval
659,270932,A traiter,Expérience en attente de réponse,04/08/2020 23:39,Demande de logement social : renouvellement,"Dans le courrier de demande de renouvellement d'une demande de logement social, il n'est pas fait état, pour ce qui est de l'option dématérialisée, de la date du 1er juin 2020 date limite du dit renouvellement.Pour ce qui est du revenu fiscal de référence, page 3 de l'imprimé, à ce jour, 7 avril 2020, le revenu de l'année en cours moins un (2019) n'est pas encore connu. Un montant de 0 est alors affiché par défaut.Quelles sont les conséquences de ce non complétement?Enfin, comme déjà indiqué dans le questionnaire d'enquête; Le montant d'une retraite doit être indiqué hors PAS ce qui, d'une part, n'est pas mentionné sur le formulaire (page 3) et, d'autre part, relève d'acrobaties de mauvais aloi compte tenu que les montants sont tous figurés avec inclusion du PAS sur les documents des organismes de retraite en notre possession. La proximité des Services du Ministère du Logement avec la DGFIP devrait pouvoir simplifier cette demande.Bonne réceptionMeilleurs sentiments.",La personne concernée,Neutre,,,,,France,MTE-MCTRCT,,,,,,,,,,,,Oui,sxZshFsE9R,Hors-structures,0,1,,,,,,,,,,Négatif,0,Non,,,,,0,Négatif
660,389056,A traiter,Expérience en attente de réponse,23/12/2021 21:00,Horaire d'ouverture du consulat,"Bonjour,
Le consulat de France à Francfort n'est ouvert que pendant les heures de ""bureau"" i.e. de 9h à 13h et de 14h à 17h. En tant qu'employé cela demande de prendre au moins une demi-journée de congés pour pouvoir effectuer des démarches qui requièrent de se présenter au Consulat. Il serait souhaitable de prévoir des horaires adaptés aux besoins des actifs en introduisant au moins une fois par semaine des horaires décalés: par exemple ouverture de 7h à 11h le matin, comme le fait d'ailleurs l'administration communale de la ville de Francfort ou décalés en soirée avec une après-midi de rendez-vous de 16h à 19h.
Bien a vous.",La personne concernée,Neutre,,,,,Allemagne,Réseau consulaire,,,"Démarche en ligne,Accueil",,,,,,,,,Non,pywqGdcP3p,Consulat Général de France à Francfort-sur-le-Main,0,0,,,,,,Négatif,,,,,0,Non,,,,,2,Neutre
661,269498,A traiter,Expérience en attente de réponse,29/07/2021 00:16,Je susi déçue que le personnel de la préfecture ne respecte pas les gestes barrières,"Le 26 juillet 2021, je suis allé à la préfecture de Basse-Terre. J'ai demandé à effectuer une pré-demande de renouvellement de carte d'identité. Le personnel ne respecte pas les règles de distanciation anti covid 19. D'autre part, je me suis sentie mal à l'aise dans mes interaction avec eux.",La personne concernée,Négatif,971.0,Guadeloupe,Guadeloupe,1.0,France,Préfecture,97100.0,France,Accueil,,,,,,,,,Oui,sxZshFsE9R,Hors-structures,0,0,,,,,,,,Négatif,,,1,Non,,,,,1,Négatif
662,412920,A traiter,Expérience en attente de réponse,23/12/2021 13:20,Refaire son passeport,"Bonjour,

Ayant perdu mon passeport à Singapour le processus pour refaire le passeport est simple. Je trouvais logique de faire la demande dun nouveau passeport quand une déclaration de perte est faite mais visiblement non, il fallait prendre deux rendez-vous à la suite, un rendez-vous pour déclarer la perte et au autre pour faire une demande. 
Jai due prendre une autre rendez-vous une deuxième fois alors quune fois était plus logique.
De plus laccueil à lentrée de lambassade était froide, les agents de sécurité locaux engagé par lambassade sont vraiment antipathique qui nous  prennent de haut alors que nous somme la français dans lambassade de France.",La personne concernée,Neutre,,,,,Singapour,Réseau consulaire,,,Accueil,,,,,,,,,Non,MpYwse6EtS,Ambassade de France à Singapour,0,0,,,,,,Négatif,Négatif,Négatif,,,0,Non,,,,,1,Négatif
663,1895180,A traiter,Expérience en attente de réponse,05/03/2022 18:32,Pas de réponse à mes demandes,"Depuis le 1avril que je contacte le service mes droits sociaux par mail et par téléphone pas de réponse
J'ai contacté m'a caf et la sécurité sociale
Je n'ai toujours pas reçu m'a prime et je ne sais plus vers qui me tourner.",La personne concernée,Neutre,59.0,Nord,Hauts-de-France,32.0,France,Mesdroitssociaux.gouv.fr,,,"Démarche en ligne,E-mail,Téléphone",,,,,,,,,Oui,fwnWZXLAqb,Caf du NORD,0,0,,,,,,,Négatif,,Négatif,Négatif,1,Non,,,,,0,Négatif
664,2884537,A traiter,Expérience en attente de réponse,30/05/2022 10:17,VOTE LEGISLATIVE,"Première fois que je vote par internet.
Bravo c'est simple, je suis complètement rassuré sur la sécurité du vote.",La personne concernée,Positif,,,,,Maroc,Réseau consulaire,,Maroc,Démarche en ligne,,,,,,,,,Non,kOsox3nnIl,Consulat Général de France à Marrakech,0,0,,,,,,,,,,,0,Non,,,,,4,Positif
665,2884746,A traiter,Expérience en attente de réponse,29/05/2022 17:08,Vote en ligne aux législatives 2022,"Je réside à l'étranger et je viens de voter aux législatives 2022 par le biais du site internet prévu à cet effet. Très simple d'utilisation et le protocole m'a semblé très sécurisé. En somme, un plaisir de remplir son droit civique sans avoir à faire des heures de route... Merci !",La personne concernée,Positif,,,,,États-unis,Réseau consulaire,,États-Unis,Démarche en ligne,,,,,,,,,Non,hcxcV5NcXy,Direction des Français à l'étranger et de l'administration consulaire,0,0,,,,,,Positif,,,,Positif,0,Non,,,,,4,Positif
666,829917,A traiter,Expérience en attente de réponse,17/03/2022 17:16,je viens de payer une amende et le service numérique était très fluide !,"Je viens de payer une amende et le service numérique était très fluide ! Ça ne fait jamais plaisir de payer une amende mais là, bravo pour l'effort de simplification.",La personne concernée,Positif,94.0,Val-de-Marne,Île-de-France,11.0,France,ANTAI,,,Démarche en ligne,,,,,,,,,Oui,sxZshFsE9R,Hors-structures,0,0,,,,,,,,,,Positif,0,Non,,,,,2,Neutre
667,271125,A traiter,Expérience en attente de réponse,15/01/2020 10:37,Creation du DMP (Dossier Medical Partagé),"Je viens de créer mon DMP sans problème en quelques minutes. La page affiche un code daccès et un mot de passe. Le temps que je prenne un crayon pour le noter, la page a disparu.Aucune trace du code daccès, aucun mail de confirmation = aucun moyen de me connecter au DMP, et aucun moyen de recommencer le processus puisque mon DMP existe déjà mais n'est pas joignable.Un mail avec les codes du DMP me semble indispensable.",La personne concernée,Négatif,,,,,France,CPAM,,,,,,,,,,,,Oui,sxZshFsE9R,Hors-structures,0,0,,,,,,Négatif,,,,,2,Non,,,,,0,Négatif
668,442640,A traiter,Expérience en attente de réponse,01/12/2022 19:36,Gratitude Infinie,"Depuis 12 ans dans la baie de San Francisco, Française, ma fille est née à Paris et a passé 11 mois en France avant de venir ici. Mon mariage avec un Américain dans le Périgord et son désir de ramener sa famille ici dans la baie pour ensuite divorcer 1 an après notre arrivée a été un traumatisme pour moi. PTSD et séparation forcée radicalement et non progressivement avec notre fille de 2 ans et demi puis un faux dossier médical contre moi quand notre fille avait 6 ans. Perte de ma garde. En 2017, j'ai récupéré la garde partagée physique et légale. Le rôle du Consulat à mes côtés a toujours été un soutien immense, illimité, sans faille et les personnes qui se sont succédées ont été les unes après les autres fantastiques, toujours à mon écoute, compatissantes, compréhensives, humaines, réactives. Sans eux, je n'aurais jamais pu rester et défendre mon droit de voir et d'être près de ma fille. A leurs côtés, ma fille a été en école bilingue et parle toujours le francais. Un Grand merciI!",La personne concernée,Positif,,,,,France,Réseau consulaire,,,"Démarche en ligne,E-mail,Réseaux Sociaux,Accueil",,,,,,,,,Non,NRsAKNhNpj,Consulat Général de France à San Francisco,0,0,,,,,,Positif,,Positif,Positif,,0,Non,,,,,4,Positif
669,269387,A traiter,Expérience en attente de réponse,20/08/2021 11:44,Problème application tousAntiCovid et 3ème dose de vaccin,"BonjourJe vous contacte pour vous remonté un problème avec l'application mobile tousAntiCovid J'ai fini mes deux injection de vaccin le mois dernier. Jai pu utiliser mon pass sanitaire depuis, geâce au QRcode me ma 2ème injection, après le délais d'activationDepuis mon médecin m'a préconiser une dose de rappel en raison de mon état de santéJe l'ai donc fait hier. J'ai obtenu un 3ème QRcodeJ'ai scanner celui-ci dans l'application tousAntiCovid. Celui-ci n'est pas accepté dasn les restaurant et me demande d'attendre le délais d'activationLes QRcode de rappel devrait être automatiquement valides. Ils renforce un schémas de vaccination complet et validé, il ne la fond pas recommencer à zéroJe fais partit des premier Français à recevoir la 3ème dose. Je me permet donc de vous rtemonter le problème afin qu'il soit corrigé avant que de gens fasse la 3ème doseLa popularité du pass étant ce qu'elle est, elle n'a pas besoin d'un nouveau couac relayé par les médiasIroniquement mon QRcode de la deuxième dose est toujours valid dans les restaurant. C'est un moyen de contournement, mais ce n'est clairement pas logiqueBonne journée",La personne concernée,Neutre,,,,,France,Réseau hors réseau,,,,Tous Anti Covid,,,Démarche en ligne,,,,,Oui,sxZshFsE9R,Hors-structures,0,0,,,,,,Négatif,,,,Négatif,2,Non,,,,,1,Négatif
670,501620,A traiter,Expérience en attente de réponse,20/12/2021 14:00,Simple modification du bureau de l'association,"Je dois modifier le bureau de mon association car un nouveau membre est élu. Pour cela il m'a fallu saisir à nouveau les coordonnées des 9 autres.
J'ai joint à l'envoi le procès verbal de l'assemblée Générale dans lequel les membres du bureau apparaissent dans l'en-tête du document.
1- un message m'indique que l'envoi ne s'est pas fait dû à un problème de navigation
2- j'essaie plusieurs fois de le renvoyer sans succès
Finalement je reçois un mail de pref-associations me disant que mon envoi a finalement été pris en compte mais qu'il est rejeté car les fonctions des membres du bureau ne sont pas indiquées dans le PV alors qu'elles le sont !!!!
On me demande donc de renvoyer un PV modifié mais pour cela je dois tout recommencer à zéro !!!
De mauvaise grâce je l'ai fait et j'espère que cette fois-ci tout sera ok.
Que de temps passé pour une très très simple modification.",La personne concernée,Négatif,61.0,Orne,Normandie,28.0,France,Préfecture,,,"Démarche en ligne,E-mail",,,,,,,,,Non,DQtzUlcHyW,Préfecture de l'Orne,0,0,,,,,,,,,,Négatif,0,Non,,,,,1,Négatif
671,270828,A traiter,Expérience en attente de réponse,20/07/2020 09:03,Renouvellement carte de séjour à Paris,"Bonjour, En date de 05/2019, ma carte de séjour a été renouvelée pour la 3 e fois pour 2 ans. L'employé de la préfecture m'a signalé que dorénavant, il fallait le diplôme de français delfa2 pour obtenir une carte de séjour de 10 ans, et il m à remi une carte provenant de la préfecture et de l'ofii, avec une indication de 100 h de cours, avec l'adresse d'un site et un numéro de téléphone.Mais le site n'est dédié que pour la région Rhône-Alpes et le numéro de téléphone n est pas attribué.J'essaie depuis 3 mois de trouver les références à Paris, mais rien ni sur le site de la préfecture ni sur celui de l'ofii. Alors que pour la région Rhône-Alpes tout est vraiment très clair et bien référencé.Je n'arrive pas à savoir où je dois je m'adresser pour savoir où pendre ces cours de français et pour passer l'examen correspondant.Merci de votre retour.",Un proche de la personne concernée,Négatif,,,,,France,Préfecture,75020.0,France,"Démarche en ligne,E-mail",,,,,,,,,Oui,sxZshFsE9R,Hors-structures,10,3,,,,,,Négatif,Négatif,,,,57,Non,,,,,0,Négatif
672,269667,A traiter,Expérience en attente de réponse,17/06/2021 15:06,Pièces justificatifs CAF,"Je devais transmettre à la caf un dossier pour une aide au BAFA pour ma fille, dans un premier temps par courrier simple en prenant soin de bien remplir le dossier avec toutes les pièces justificatifs. Après 1 mois et demi, j'appelle la caf et là, la conseillère me dit qu'ils n'ont reçu et que je pouvais transmettre mon dossier par email. je l'envoie une première fois et les rappelle une semaine après pour savoir s'ils ont reçu mon dossier et une nouvelle fois rien. la conseillère gentiment m'épelle l'adresse email et une deuxième rien. j'ai decidé de me rendre à la caf et de remettre mon dossier directement dans leur boite à lettres. la suite à suivre....Je trouve que c'est navrant que à l'ère de l'internet on ne puisse pas remettre nos pièces justificatifs sur notre espace personnel et suivre nos démarches. J'ose espérer que la caf prendra en compte ma remarque.",La personne concernée,Négatif,69.0,Rhône,Auvergne-Rhône-Alpes,84.0,France,CAF,,,"Courrier,Compte ou espace personnel,Téléphone,E-mail",,,,,,,,,Oui,sxZshFsE9R,Hors-structures,0,0,,,,,,Négatif,,Positif,,,0,Non,,,,,1,Négatif
673,442392,A traiter,Expérience en attente de réponse,01/11/2022 21:04,Bonne Expérience au consulat d'Abidjan,"Bonjour, 

J'ai eu plusieurs interactions avec le consulat de France à Abidjan, et cela s'est toujours bien passé. J'ai pu ainsi m'inscrire sur la liste des Français de l'étranger, renouveler le passeport de mon fils et le mien deux fois.
La prise de rendez-vous se fait rapidement en ligne, toutes les infos sont disponibles sur le site et dans les mails reçus, et les horaires de rendez-vous sont respectés.

Merci",La personne concernée,Positif,,,,,France,Réseau consulaire,,,"Accueil,Démarche en ligne,Téléphone",,,,,,,,,Non,P53LBNx7CR,Consulat Général de France à Abidjan,0,0,,,,,,Positif,Positif,,Positif,,0,Non,,,,,4,Positif
674,3161963,A traiter,Expérience en attente de réponse,10/12/2022 09:51,Besoin de suivi de demande de naturalisation sur l'ANEF,"Bonjour,

Les démarches dématérialisées sur l'ANEF ont beaucoup facilité l'accès au dépôt de demande de naturalisation dans les départements concernés. Pourtant, le manque d'un suivi de demande angoisse souvent les usagers, sachant que les notifications sont rares tout au long du traitement de dossier. Il vaudrait mieux que le site de l'ANEF soit équipé d'un suivi de demande de naturalisation plus ou moins précis pour afficher des progrès dans le traitement. Cela réduirait aussi le nombre des renseignements par mail envoyés par les usagers pour l'Administration.",La personne concernée,Neutre,92.0,Hauts-de-Seine,Île-de-France,11.0,France,Services numériques du ministère de l'Intérieur,,,Démarche en ligne,,,,,,,,,Non,STR-905,Services numériques du ministère de l'Intérieur,0,0,,,,,,,Négatif,,,Neutre,1,Non,,,,,2,Neutre
675,271079,A traiter,Expérience en attente de réponse,02/03/2020 17:29,Recensement Militaire,"Bonjour,Nous avons reçu en date du 06/06/2019 la confirmation de la clôture du dossier de recensement effectué en ligne sur l'espace Service-Public de ma fille.N'ayant toujours pas été convoqué pour la Journée Défense et Citoyenneté 8 mois plus tard, nous avons contacté le centre JDC de Creil dont nous dépendons.Il nous a alors été expliqué que la ville de Senlis n'avait pas à ce jour effectué les démarches nécessaires pour valider le recensement effectué en ligne.En nous rapprochant du service Etat Civil de la ville de Senlis (60300), il nous a été confirmé que le recensement ne pouvait pas se faire en ligne et que nous devions déposer un dossier au guichet Pourriez vous nous expliquer l'origine de ce dysfonctionnement ?Avec nos remerciements,Luc",Un proche de la personne concernée,Négatif,,,,,France,Service-public.fr,,,Démarche en ligne,Collectivités territoriales - Communes,,,,,,,,Oui,sxZshFsE9R,Hors-structures,0,0,,,,,,Négatif,Négatif,,,,2,Oui,,,,Recensement,0,Négatif
676,271322,A traiter,Expérience en attente de réponse,11/01/2019 22:44,J'ai créé une micro-entreprise,"Devant créer une micro-entreprise pour déclarer une activité annexe il y a deux ans, j'ai cherché comment faire sur internet. Je suis tombé sur de nombreux sites différents (je viens de regarder, il y en a moins aujourd'hui) : sur www.service-public.fr on explique comment faire, mais on ne peut pas faire les démarches ! Sur guichet-entreprise.fr, ma déclaration est restée sans effet C'est du moins ce que j'ai cru quand on m'a dit au téléphone, 3 semaines après l'envoi du dossier, qu'on ""ne me trouvait pas dans les fichiers"". On me conseille de passer par le site autoentrepreneur.fr (en précisant que ces sites ne sont pas gérés par l'administration), mais je tombe sur un os : acce?s men est refuse? au pre?texte que la de?finition de mon e?cran serait infe?rieure a? 800x600 (alors quelle est de 1680x1050).Surprise : le lendemain je recevais l'avis de création avec mon numéro de SIRET !!!Évidemment je n'étais pas au bout de mes peines car les ennuis ne faisaient alors que commencer mais ce sont d'autres histoires.",La personne concernée,Négatif,,,,,France,Www.guichet-entreprises.fr,,,Démarche en ligne,,,,,,,,,Oui,sxZshFsE9R,Hors-structures,0,0,,,,,,,Négatif,,,Négatif,0,Non,,,,,0,Négatif
677,394242,A traiter,Expérience en attente de réponse,01/03/2022 15:09,Renouvellement Passeport,"Satisfait des services du consulat à Montréal, pour le renouvellement de mon passeport qui était expiré depuis quelques années, tout s'est bien déroulé, merci à eux!",La personne concernée,Positif,,,,,France,Réseau consulaire,,,"Accueil,Démarche en ligne,E-mail,Téléphone",,,,,,,,,Non,hcxcV5NcXy,Direction des Français à l'étranger et de l'administration consulaire,0,0,,,,,,Positif,,,,,0,Non,,,,,3,Positif
678,388604,A traiter,Expérience en attente de réponse,22/12/2021 17:51,Obtenir un certificat de vie,"Je n' ai pas compris pourquoi il n' est pas possible d' obtenir un certificat de vie demandé par les caisses de retraite auprès du consulat, alors que c' est relativement plus compliqué auprès des autorités portugaises.
De plus les renseignements donnés lorsque je me suis adressé au consulat de Lisbonne (outre l' accueil très médiocre) se sont avérés faux (finalement uniquement dilatoires, pour se débarrasser de ma présence). Il m' a fallu me débrouiller seul. Depuis je ne suis donc plus retourné au consulat.",La personne concernée,Négatif,,,,,France,Réseau consulaire,,,Accueil,,,,,,,,,Non,RdcZHcwOiR,Ambassade de France au Portugal,0,0,,,,,,Négatif,Négatif,Négatif,,,0,Non,,,,,0,Négatif
679,468205,A traiter,Expérience en attente de réponse,29/11/2021 20:20,Délais de réponse contestation amende de stationnement,"Invité à prendre le café chez des amis, je me suis stationné comme ils me l'ont proposé devant la porte de leur garage. J'ai été verbalisé puisque, comme je l'ai appris par la suite, c'est une possibilité légale pour les forces de l'ordre. J'ai contesté cette contravention et il a fallu 4 mois, sans indication de délai de traitement, pour que le refus de ma contestation me soit notifié.
Il n'était donc plus possible d'effectuer un paiement simplement en ligne compte tenu du délai qui ne m'est pourtant pas imputable. Il va donc falloir que je me déplace dans un centre des finances puisque l'autre alternative est d'envoyer un chèque par la poste, moyen de paiement peu sécurisé que je préfère éviter.",La personne concernée,Négatif,49.0,Maine-et-Loire,Pays de la Loire,52.0,France,ANTAI,,,Démarche en ligne,,,,,,,,,Oui,sxZshFsE9R,Hors-structures,0,0,,,,,,Négatif,,,,,0,Non,,,,,1,Négatif
680,390958,A traiter,Expérience en attente de réponse,01/10/2022 19:38,Aide aah,"Je tiens à féliciter une dame qui a été très gentille, serviable et efficace .

J'ai un sérieux problème de santé  suite  à la vaccination, cela , par contre , n'a pas été traité à ce jour",La personne concernée,Positif,,,,,Viet nam,Réseau consulaire,,,"Téléphone,E-mail,Démarche en ligne,Accueil",,,,,,,,,Non,F6EfqEuQ3j,Ambassade de France au Vietnam,0,0,,,,,,Positif,,Positif,,,0,Non,,,,,2,Neutre
681,2905112,A traiter,Expérience en attente de réponse,13/06/2022 11:38,Vote par internet,Si je vote en me rendants aux urnes Il me faut passer une frontiere. Le vote par internet est tellement plus pratique. Ca devrais etre generalise pour chaque election pour tout le monde. Beaucoup plus de jeunes voterais,La personne concernée,Positif,,,,,Gambie,Ministère de lEurope et des Affaires étrangères (MEAE),,Gambie,Démarche en ligne,,,,,,,,,Non,hcxcV5NcXy,Direction des Français à l'étranger et de l'administration consulaire,0,0,,,,,,Positif,,,,Positif,0,Non,,,,,1,Négatif
682,271229,A traiter,Expérience en attente de réponse,12/04/2019 18:06,Vandalisme sur des biens (porte d'entrée d'appartement et véhicule ),"Bonjour, Ma fille a été victime de vandalime sur la porte d'entrée de son appartement (la serrure a dû être remplacée ) puis sur son véhicule personnel à au moins 5 reprises entre le 17 avril et le 23 juillet 2019 (les réparations ont été très importantes et onéreuses ) et la gêne occasionnée extrêmement pénalisante. Chacun de ces actes a fait l'objet d'un  dépôt de plainte contre x au commissariat de police le plus proche de son domicile.Ces plaintes ont été transmises au Procureur de la République ainsi que 2 courriers directement adressés à ce même Procureur. Aucune information n'a été transmise ensuite à la plaignante malgré ses multiples demandes au Commissariat. Quels sont les recours possibles pour connaître l'avancement de l'enquête?la victime a t'elle le moindre droit de regard ?",Un proche de la personne concernée,Négatif,,,,,France,,,,,,,,,,,,,Oui,sxZshFsE9R,Hors-structures,0,0,,,,,,,Négatif,,Négatif,,0,Non,,,,,0,Négatif
683,393881,A traiter,Expérience en attente de réponse,01/03/2022 13:09,documents administratifs,"Dommage qu'il n'y a plus de permanence à Tournai ou Mons,
c'est à mon avis plus facile quand les infos sont reçues directement.",La personne concernée,Neutre,,,,,Belgique,Ministère de lEurope et des Affaires étrangères (MEAE),,,Courrier,,,,,,,,,Non,hcxcV5NcXy,Direction des Français à l'étranger et de l'administration consulaire,0,0,,,,,,Négatif,,,,Négatif,0,Non,,,,,2,Neutre
684,2890428,A traiter,Expérience en attente de réponse,06/03/2022 20:17,Petit excès de vitesse.,"Paiement d'une petite amende pour un petit excès de vitesse, toujours un plaisir de contribuer aux finances de l'état. Envisager peut-être un système de carte de fidélité afin de récompenser les meilleurs clients et pour les encourager à revenir.",La personne concernée,Positif,44.0,Loire-Atlantique,Pays de la Loire,52.0,France,ANTAI,,,Démarche en ligne,,,,,,,,,Non,STR-906,ANTAI,0,0,,,,,,Positif,,,,Positif,0,Non,,,,,2,Neutre
685,2914005,A traiter,Expérience en attente de réponse,20/06/2022 15:12,contestation de contravention en ligne,"J'ai utilisé le service de contestation d'un avis de contravention en ligne ANTAI.GOUV.FR
Contestation d'avis de contravention en ligne, très simple et rapide.
La seule chose qui m'a posé souci est l'enregistrement des données automatiques enregistrées sur mon ordinateur, qui se sont bien sûr inscrites automatiquement pour ma personne, quand j'ai désigné mon épouse comme étant la conductrice du véhicule verbalisé, puisqu'elle a le même nom.
Ah oui, aussi, tout à fait au début, la raison de la contestation n'est pas claire, dans le sens ou je n'ai pas prêté mon véhicule à mon épouse, qui en est la conductrice principale.
Voilà, c'est tout.",La personne concernée,Positif,9.0,Ariège,Occitanie,76.0,France,ANTAI,,France,Démarche en ligne,,,,,,,,,Non,STR-906,ANTAI,0,0,,,,,,Positif,,,,Positif,0,Non,,,,,1,Négatif
686,390078,A traiter,Expérience en attente de réponse,27/12/2021 20:19,Renouvellement de Carte Nationale d'Identité,"Mon expérience a été positive à 100%. 

Information en ligne (Site Internet du Consulat) 
Prise de rendez-vous (Site Internet du Consulat) 
Sympathie de l'accueil au Consulat (Munich) 
Déroulement de l'entretien (Renouvellement de Carte d'Identité)
Rapidité et précision de l'opération 
Retrait du document au Consulat Honoraire (Nuremberg) 

Le tout a été OK. Aucune amélioration nécessaire.",La personne concernée,Positif,,,,,Allemagne,Réseau consulaire,,,"Accueil,E-mail,Démarche en ligne",,,,,,,,,Non,XUwN3m0IpZ,Consulat Général de France à Munich,0,0,,,,,,Positif,,Positif,Positif,,0,Non,,,,,4,Positif
687,280027,A traiter,Expérience en attente de réponse,21/06/2019 15:27,ANAH - programme habiter mieux,"Nous avons déposé un dossier complet à l'Anah en date du 18 décembre 2018 mais depuis cette date, il n' y a pas encore eu de ""commission"" pour valider notre dossier. Fin mars, on nous avait annoncé une commission pour le 16 juin et hier, nous avons appris qu'elle a été, une énième fois, reportée... sans avoir plus d'infos.Pourquoi une telle situation ?",La personne concernée,Négatif,,,,,France,ANAH,,,,ANAH,,,,,,,,Oui,sxZshFsE9R,Hors-structures,0,0,,,,,,Négatif,Négatif,,Négatif,,1,Non,,,,,0,Négatif
688,586677,A traiter,Expérience en attente de réponse,01/06/2022 12:30,les archives du calvados,"ne pouvant aller sur place en cette période compliquée , j'ai trouvé du personnel très compétent, réactif et à l'écoute des usagers
merci pour votre aide",La personne concernée,Positif,,,,,France,Conseils départementaux de l'accès au droit,,,,,,,,,,,,Oui,sxZshFsE9R,Hors-structures,0,0,,,,,,Positif,,Positif,,,0,Non,,,,,4,Positif
689,270674,A traiter,Expérience en attente de réponse,17/09/2020 18:01,Les feuilles d'impôt ne me sont plus envoyées par la poste,"Il y a erreur; nous ne souhaitons pas mon conjoint et moi-même , remplir les documents et payer nos impôts par internet.L'informatique est énergivore, elle supprime des emplois; elle nous oblige à imprimer beaucoup de papiers. De plus lorsque nous sommes en difficulté, nous ne pouvons pas obtenir d'aide par téléphone (pas d'interlocuteur).",La personne concernée,Négatif,,,,,France,Impots.gouv.fr,,,Démarche en ligne,Service des Impôts des particuliers,,,Téléphone,,,,,Oui,sxZshFsE9R,Hors-structures,0,0,,,,,,,,,,,1,Non,,,,,1,Négatif
690,552103,A traiter,Expérience en attente de réponse,23/12/2021 15:44,Scannez facilement son attestation de vaccination,"Après l'échec de mon scan de vaccination papier à plusieurs reprises je me suis rendu sur le site Ameli et surprise mon scan à fonctionné immédiatement.
Je recommande cette adresse pour enregistrer vos attestations de vaccination (2 et 3 doses) sur votre application ""TousAntiCovid"" et votre ordinateur, ce qui vous fera 3 preuves officielles de votre vaccination, qui plus est facilement récupérables en cas de changement de smartphone.",La personne concernée,Positif,,,,,France,Tous Anti Covid,,,Démarche en ligne,,,,,,,,,Oui,sxZshFsE9R,Hors-structures,0,0,,,,,,Positif,,,,Positif,0,Non,,,,,4,Positif
691,270286,A traiter,Expérience en attente de réponse,02/01/2021 02:49,Demande de renouvellement de récépissé de mon conjoint,"Suite à une demande de titre de séjour pour vie privée familiale, le dossier a été acceptée par la préfecture, et il a reçu un récépissé de trois mois. Il est aujourd'hui expiré, nous essayons de contacter la préfecture depuis trois semaines mais toujours pas de nouvelles ! Nous sommes dans le besoin urgent d'avoir ce document pour qu'ils puissent travailler et pour qu'on puisse avoir un logement, car ma demande de logement social est en attente.",Un proche de la personne concernée,Négatif,,,,,France,Préfecture,14000.0,France,"Démarche en ligne,Téléphone,E-mail",,,,,,,,,Oui,sxZshFsE9R,Hors-structures,0,0,,,,,,Négatif,,,Négatif,,1,Non,,,,,0,Négatif
692,1324321,A traiter,Expérience en attente de réponse,29/04/2022 16:37,contravention ANTAI,"Le site pour régler une contravention rend l'expérience moins pénible. Il est très clair, explicite, bien construit.",La personne concernée,Neutre,14.0,Calvados,Normandie,28.0,France,ANTAI,14000.0,,Démarche en ligne,,,,,,,,,Non,STR-905,Services numériques du ministère de l'Intérieur,0,0,,,,,,Positif,Positif,,,Positif,0,Non,,,,,3,Positif
693,407842,A traiter,Expérience en attente de réponse,01/07/2022 11:40,Service impeccable,"J'ai enregistré la naissance de ma fille et  fait les démarches pour son passeport francais auprès du consul de Los Angeles.
Chaque contact avec le consul a été une excellente expérience. La réactivité et l'efficacité ont été au rendez-vous. Tant pour les échanges par mails que le traitement du dossier en temps record !",La personne concernée,Positif,,,,,États-unis,Réseau consulaire,,,"Démarche en ligne,E-mail",,,,,,,,,Non,rJpybyi54O,Consulat Général de France à Los Angeles,0,0,,,,,,Positif,,,Positif,,0,Non,,,,,4,Positif
694,270571,A traiter,Expérience en attente de réponse,31/10/2020 23:13,Attestation de déplacement dérogatoire,"BonjourNous désirons utiliser des attestations numériques pour les déplacements et nous ne voyons pas de moyens pour avoir cette attestation pré remplie.(Nom adresse et date de naissance).Nous vous remercions pour vos conseils d'utilisation et si vous n'avez pas de solutions, pourriez-vous remédier à cet inconvénient? (perte de temps)Merci d'avanceCordialement",La personne concernée,Positif,,,,,France,Intérieur.gouv.fr,,,Démarche en ligne,,,,,,,,,Oui,sxZshFsE9R,Hors-structures,0,0,,,,,,,,,,,0,Non,,,,,1,Négatif
