Index_x,Adresse_complète,Auteur,Date_x,Note_x,Commentaire_x,lat,lng,Ville,Unnamed: 0,Description,Intitulé de la structure,desc,desc_clean,Index_y,Date_y,Note_y,Commentaire_y,subject_number,subject_name
,85 Bd Clémenceau,,,,,,,,30.0,"En novembre 2019, ma voiture a été fracturée sur la glace arrière pour vol d'ustensiles diversJ'ai donc déposée plainte le lendemain.Quelques jours après, alors que mon époux était assis à l'arrière, il s'est aperçu qu'ils avaient aussi cassé le fonctionnement d'ouverture intérieure de la porte arrière (celle cassée)Je suis donc retournée en gendarmerie pour compléter mon dépôt de plainteFin de non recevoirJ'ai donc à ma charge une somme très conséquente alors que les tiers ont été condamnésJe me sens un peu seule face à cette bureaucratie et non reconnue complètement comme victime",Ma Gendarmerie,novembre voiture fracturee sur glace arriere pour vol ustensiles diversj donc deposee plainte lendemain quelques jours apres alors que mon epoux etait assis arriere est apercu ils avaient aussi cass fonctionnement ouverture interieure porte arriere celle cassee suis donc retournee gendarmerie pour completer mon depot plaintefin non recevoirj donc charge une somme tres consequente alors que les tiers ont condamnesje sens peu seule face cette bureaucratie non reconnue completement comme victime,voitur arrier vol depose arrier fonction ouvertur interieur arrier complet depot charg consequent sen seul fac reconnu complet victim,,,,,-1.0,autre
,85 Bd Clémenceau,,,,,,,,31.0,"Je suis allée à la gendarmerie pour faire une main courante qui a refusé et m'a envoyé a la police puis quand je suis allée à la police, ils ont pas voulu non plus prendre ma main courante.",Ma Gendarmerie,suis allee gendarmerie pour faire une main courante qui refus envoy police puis quand suis allee police ils ont pas voulu non plus prendre main courante,refus envoy,,,,,0.0,refus_plainte
,85 Bd Clémenceau,,,,,,,,32.0,"Bonjour,
ce mardi, je suis allée sur le site de la gendarmerie, et j'ai vu qu'il était proposé de poser nos questions sur le tchat et qu'un gendarme nous répondait 7J/7 - 24H/24.
J'ai donc fait un résumé de ma situation.
Nous sommes jeudi et je n'ai eu aucun retour. 
Je trouve que cette proposition n'est pas du tout au point et je suis déçu, en colère, car, à ce moment précis, j'étais très mal et j'avais besoin d'aide !",Ma Gendarmerie,bonjour mardi suis allee sur site gendarmerie etait propos poser nos questions sur tchat gendarme nous repondait donc fait resum situation nous sommes jeudi aucun retour trouve que cette proposition est pas tout point suis decu colere car moment precis etais tres mal avais besoin aide,sit propos pos question tchat repond resum retour trouv decu prec besoin aid,,,,,1.0,appel_intervention
,85 Bd Clémenceau,,,,,,,,109.0,"Bonjour.Je viens de faire une pré plainte en ligne pour le vol d'une voiture d'un client.Dans les cinq minutes la gendarmerie me rappelle en me disant que j'essaie de maquiller un différend commercial en vol de voiture client.Les gens honnêtes se font traiter de voleurs par la gendarmerie, je suis dégouté...De plus la gendarme que j'ai eu au téléphone m'a dit qu'elle enlèverait ma pré plainte en ligne.Non mais du jamais vu...",BOT RGBRET,bonjour viens faire une plainte ligne pour vol une voiture client dans les cinq minutes gendarmerie rappelle disant que essaie maquiller differend commercial vol voiture client les gens honnetes font traiter voleurs par gendarmerie suis degoute plus gendarme que telephone dit elle enleverait plainte ligne non mais jamais,vien lign vol voitur client rappel essai commercial vol voitur client gen honnet voleur degout enlev lign,,,,,-1.0,autre
,85 Bd Clémenceau,,,,,,,,110.0,"Je me suis rendu à la gendarmerie d'Auray pour porter plainte pour le vol de mon portefeuille.
L'agent de service m'a fait entrer dans la salle d'attente, me précisant que je serais rapidement appelé.
J'ai vu défiler pendant 3/4 d'heure 5 agents visiblement désoeuvrés, (hormis moi aucune personne étrangère n'était présente) mais aucun d'entre eux ne s'est soucié de moi. Quel manque de respect citoyen !
Au terme de cette attente je me suis levé et j'ai déclaré que je me rendais dans une autre gendarmerie. Je suis donc allé à Carnac où ma déposition a été reçue 5 minutes plus tard....
Morale : avant d'évoquer une pénurie d'effectifs il conviendrait de redimensionner les effectifs présents sur le territoire en fonction des vrais besoins.",BOT RGBRET,suis rendu gendarmerie auray pour porter plainte pour vol mon portefeuille agent service fait entrer dans salle attente precisant que serais rapidement appele defiler pendant heure agents visiblement desoeuvres hormis moi aucune personne etrangere etait presente mais aucun entre eux est souci moi quel manque respect citoyen terme cette attente suis lev declar que rendais dans une autre gendarmerie suis donc all carnac deposition recue minutes plus tard morale avant evoquer une penurie effectifs conviendrait redimensionner les effectifs presents sur territoire fonction des vrais besoins,rendu vol agent entrer sall attent precis rapid appel pend agent visibl etranger present souc manqu respect citoyen term attent declar rend deposit evoqu effect effect present territoir fonction besoin,,,,,-1.0,autre
,85 Bd Clémenceau,,,,,,,,111.0,"J'ai appelé à plusieurs reprises la gendarmerie qui s'est déplacée mais sans succès, car les personnes concernées voient les personnes qui arrivent dans la résidence. Rien n'a pu être fait , cela continue constamment.",BOT RGBRET,appel plusieurs reprises gendarmerie qui est deplacee mais sans succes car les personnes concernees voient les personnes qui arrivent dans residence rien etre fait cela continue constamment,appel repris deplace arrivent resident continu const,,,,,1.0,appel_intervention
,6 av de Stalingrad,,,,,,,,33.0,"Je suis allée à la gendarmerie nationale de la ville de Capesterre-Belle-Eau.
L'officier qui m'a reçu m'a demandé de signer un seul exemplaires de ma pré-plainte en ligne. La pré-plainte était incorrect.
L'heure ne correspondait pas à mon heure d'arrivée et de signature.",SPECG CGOM,suis allee gendarmerie nationale ville capesterre belle eau officier qui recu demand signer seul exemplaires pre plainte ligne pre plainte etait incorrect heure correspondait pas mon heure arrivee signature,national vill bel eau offici sign seul pre lign pre arrive signatur,,,,,-1.0,autre
,6 av de Stalingrad,,,,,,,,34.0,"J'ai porté plainte pour une agression au Vauclin, comme j'habitais sur le centre tout le monde m'a baladé sur l'île pour qu'au final ça ne serve absolument a rien. Tout le monde connaissait mon agresseur et rien n'a été fait. Je suis venu au commissariat avec une amie porter plainte pour une agression sexuelle qu'elle avait subie. Même histoire, j'ai même entendu une femme nous répondre que c'était normal en Martinique d'être agressé par des auto-stoppeurs. Comme si c'était sa faute. Les gendarmes ne sont ni à l'écoute ni au service de la population. Ils remplissent leurs quotas, peu importe ce qui peut bien arriver aux antillais.
Mais bien-sûr mon témoignage ne servira à rien, comme d'habitude. Au moins c'est dit.",SPECG CGOM,port plainte pour une agression vauclin comme habitais sur centre tout monde balad sur ile pour final serve absolument rien tout monde connaissait mon agresseur rien fait suis venu commissariat avec une amie porter plainte pour une agression sexuelle elle avait subie meme histoire meme entendu une femme nous repondre que etait normal martinique etre agress par des auto stoppeurs comme etait faute les gendarmes sont ecoute service population ils remplissent leurs quotas peu importe qui peut bien arriver aux antillais mais bien sur mon temoignage servira rien comme habitude moins est dit,agress habit centr mond balad final serv absolu mond connaiss agresseur venu agress sub histoir entendu repondr agress faut ecout rempl import arriv temoignag serv,,,,,0.0,refus_plainte
,6 av de Stalingrad,,,,,,,,35.0,"À plusieurs reprises moi-même en tant que professionnel gestionnaire, mais  également plusieurs locataires nous sommes rendus auprès de la gendarmerie afin d'y déposer une plainte contre des délinquants notoires (bracelets électroniques), occupants sans droit ni titre d'un logement d'une résidence. Ce délinquant souvent armé et les allées et venues constantes terrorisaient les habitants de la résidence et du voisinage pendant plusieurs années. Une procédure civile d'expulsion a été menée à son terme avec le délai qu'on lui connaît. Les gendarmes ont refusé systématiquement d'enregistrer une plainte en opposant systématiquement qu'il s'agissait d'un problème civil qui ne les concernait pas. Il n'appartient pourtant pas aux gendarmes de qualifier juridiquement les faits constitutifs d'une infraction. Par ailleurs les gendarmes sont invisibles. Il y a des rodéos urbains de motos bruyantes quotidiens à des vitesses vertigineuses.",SPECG CGOM,plusieurs reprises moi meme tant que professionnel gestionnaire mais egalement plusieurs locataires nous sommes rendus aupres gendarmerie afin deposer une plainte contre des delinquants notoires bracelets electroniques occupants sans droit titre logement une residence delinquant souvent arm les allees venues constantes terrorisaient les habitants residence voisinage pendant plusieurs annees une procedure civile expulsion menee son terme avec delai lui connait les gendarmes ont refus systematiquement enregistrer une plainte opposant systematiquement agissait probleme civil qui les concernait pas appartient pourtant pas aux gendarmes qualifier juridiquement les faits constitutifs une infraction par ailleurs les gendarmes sont invisibles des rodeos urbains motos bruyantes quotidiens des vitesses vertigineuses,repris professionnel rendus depos contr delinqu electron occup droit resident delinqu souvent venu const habit resident voisinag pend procedur civil term del refus systemat enregistr systemat agiss civil concern infract brui quotidien vitess,,,,,0.0,refus_plainte
,6 av de Stalingrad,,,,,,,,36.0,"Un dépôt de plainte datant de décembre 2021, des promesses de contact jamais honorées, une présentation à une convocation mais l'agent qui nous a convoqué s'est trouvée absent. Bien sûr nous n'avons pas été averti de l'annulation du rendez-vous. La promesse d'un nouveau rendez-vous n'a jamais été tenue. Avril 2022 nous sommes cette fois convoqués car nos agresseurs, enhardis par l'inaction des forces de l'ordre, ont déposés plainte contre nous.
Alors que nous nous présentons à la convocation, le même agent est à nouveau absent. Il a pris soin cette fois de déléguer à un collègue mais ce dernier prend connaissance du dossier au moment de notre arrivée !
D'agressés, nous voilà accusés d'être les agresseurs !
L'inaction patente des gendarmes nous conduit dans une bataille judiciaire où des squatteurs se retrouvent avec plus de droits que les les honnêtes citoyens que nous prétendons être.",SPECG CGOM,depot plainte datant decembre des promesses contact jamais honorees une presentation une convocation mais agent qui nous convoqu est trouvee absent bien sur nous avons pas averti annulation rendez vous promesse nouveau rendez vous jamais tenue avril nous sommes cette fois convoques car nos agresseurs enhardis par inaction des forces ordre ont deposes plainte contre nous alors que nous nous presentons convocation meme agent est nouveau absent pris soin cette fois deleguer collegue mais dernier prend connaissance dossier moment notre arrivee agresses nous voil accuses etre les agresseurs inaction patente des gendarmes nous conduit dans une bataille judiciaire des squatteurs retrouvent avec plus droits que les les honnetes citoyens que nous pretendons etre,depot dat contact present convoc agent convoqu trouve absent avert rend nouveau rend tenu convoqu agresseur inact forc ordre depos contr presenton convoc agent nouveau absent soin connaiss arrive agress accus agresseur inact conduit bataill judiciair droit honnet citoyen,,,,,-1.0,autre
,"5, Boulevard de l’Hautil",,,,,,,,37.0,Je n'arrive pas à recevoir le récépissé Perceval demandé par ma banque suite à un achat frauduleux de 29.99  par pcsoftwareinfo le 25/03/21.,PERCEVAL,arrive pas recevoir recepiss perceval demand par banque suite achat frauduleux par pcsoftwareinfo,arriv recevoir recepiss perceval banqu fraudul,,,,,2.0,perceval
,"5, Boulevard de l’Hautil",,,,,,,,38.0,"Bonjour, j'ai effectué une démarche car ma carte bancaire a été piratée. J'ai reçu un mail m'informant que j'allais recevoir une attestation pour ma banque. Je reçois ce mail qui m'indique que le document est bien dans mes documents et voilà je ne trouve rien et ne cherchez pas à contacter quelqu'un....impossible de trouver un contactMerci le service public",PERCEVAL,bonjour effectu une demarche car carte bancaire piratee recu mail informant que allais recevoir une attestation pour banque recois mail qui indique que document est bien dans mes documents voil trouve rien cherchez pas contacter quelqu impossible trouver contactmerci service public,effectu cart bancair pirate mail inform recevoir attest banqu recois mail docu docu trouv cherch contact impossibl trouv,,,,,2.0,perceval
,"5, Boulevard de l’Hautil",,,,,,,,39.0,"Je suis victime dune fraude à la CB.Un malfrat cest servi de mes numéros de CB pour commander dans un restaurant. Jai mis opposition de suite auprès du service Crédit Agricole Centre afin de stopper ces agissements.Ce soir on mindique que je peux déposer plainte sur le site Perceval mais jai remis hier ma CB au bureau Amberieu en Bugey. C'est dommage, jaurais bien voulu enregistrer cette fraude mais je nai plus les numéros de ma CB.Ça serait bien de changer la formule et de demander le numéro de compte !",PERCEVAL,suis victime une fraude malfrat est servi mes numeros pour commander dans restaurant mis opposition suite aupres service credit agricole centre afin stopper ces agissements soir indique que peux deposer plainte sur site perceval mais remis hier bureau amberieu bugey est dommage aurais bien voulu enregistrer cette fraude mais plus les numeros serait bien changer formule demander numero compte,victim fraud malfrat serv numeros command mis centr stopp depos sit perceval rem hi bureau dommag enregistr fraud numeros chang numero compt,,,,,2.0,perceval
,"5, Boulevard de l’Hautil",,,,,,,,40.0,"C'est une horreur !Victime d'une fraude à la carte bancaire, je dois porter plainte. A la gendarmerie, on m'indique le service en ligne ""Perceval"", accessible par ""Franceconnect""; un aller-retour de 30 km et de nouveau devant l'écranMes identifiant et mot de passe de ce portail ( utilisés le 11/10/2020) ne sont plus reconnus? puis la page m'oriente vers un lien ""compte la poste"". J'ai un compte; mais mon mot de passe n'est plus reconnu!!! Je clique sur "" mot de passe oublié?"" et recrée un nouveau mot de passe; une fois, deux fois, trois fois,N fois... Je tombe toujours sur un message d'erreur. Je garde mon sang-froid: a 70 ans, ce n'est pas bon pour la santé. Votre superbe logiciel ne sais pas exécuter des tâches complexesA moins que je ne sois totalement abruti, ou déjà sénile? Pourquoi pas...Je suis sur mon ordinateur depuis plus d'une heure et je n'ai toujours pas pu déclarer la fraude dont je suis victime et donc obtenir le récépissé que je dois adressé à ma banque...Ce n'est peut-être qu'un cauchemar.",PERCEVAL,est une horreur victime une fraude carte bancaire dois porter plainte gendarmerie indique service ligne perceval accessible par franceconnect aller retour nouveau devant ecranmes identifiant mot passe portail utilises sont plus reconnus puis page oriente vers lien compte poste compte mais mon mot passe est plus reconnu clique sur mot passe oublie recree nouveau mot passe une fois deux fois trois fois fois tombe toujours sur message erreur garde mon sang froid ans est pas bon pour sante votre superbe logiciel sais pas executer des taches complexesa moins que sois totalement abruti dej senile pourquoi pas suis sur mon ordinateur depuis plus une heure toujours pas declarer fraude dont suis victime donc obtenir recepiss que dois adress banque est peut etre cauchemar,victim fraud cart bancair lign perceval accessibl retour nouveau dev identifi mot pass portail pag ver lien compt post compt mot pass reconnu cliqu mot pass oubl nouveau mot pass trois tomb messag erreur gard sang froid logiciel tach total ordin declar fraud victim obten recepiss adress banqu,,,,,2.0,perceval
,"5, Boulevard de l’Hautil",,,,,,,,41.0,"Comme conséquences de la numérisation et des algorithmes, victime d'une fraude à la carte bancaire, le besoin de la preuve du dépôt de plainte demandé par la banque ou l'organisme financier n'est pas fourni. Ceci complique les démarches.",PERCEVAL,comme consequences numerisation des algorithmes victime une fraude carte bancaire besoin preuve depot plainte demand par banque organisme financier est pas fourni ceci complique les demarches,consequent victim fraud cart bancair besoin preuv depot banqu organ fourn cec compliqu,,,,,2.0,perceval
,"5, Boulevard de l’Hautil",,,,,,,,42.0,"j'ai personnellement bataillé presque un heure avant de pouvoir rentrer dans le site un gros manque d'explication, afin de pouvoir y rentrer.
une fois rentrer des questions qui me parraissent inutile sont posées. Dans la vie personne ne se rappellle tels jours à telles heures, avec quelle personnes, ils discuter ou ce qu'il faisait à l'instant ou répéter la conversation au mot près.
un site plus simplifié srait tout aussi pratique out le monde n'a pas fait l'ENA.
cordialement",PERCEVAL,personnellement bataill presque heure avant pouvoir rentrer dans site gros manque explication afin pouvoir rentrer une fois rentrer des questions qui parraissent inutile sont posees dans vie personne rappellle tels jours telles heures avec quelle personnes ils discuter faisait instant repeter conversation mot pres site plus simplifi srait tout aussi pratique out monde pas fait ena cordialement,personnel bataill presqu pouvoir rentr sit manqu expliqu pouvoir rentr rentr question inutil vi tel tel discut instant convers mot pre sit simplif pratiqu mond cordial,,,,,1.0,appel_intervention
,"5, Boulevard de l’Hautil",,,,,,,,43.0,"J'ai posé une plainte en ligne pour fraude à la carte bancaire, je devais recevoir ma déposition par mail sous 48h. Je n'ai toujours rien reçu, et cela fait trois fois que je recommence ma déposition car ma banque me la réclame ! 
Je n'ai pas envie de me déplacer en Gendarmerie car je pense que vous avez bien plus important à faire mais je vais devoir le faire, c'est dommage car le site est plutôt bien fait et simple à utiliser.

Merci de votre compréhension.",PERCEVAL,pos une plainte ligne pour fraude carte bancaire devais recevoir deposition par mail sous toujours rien recu cela fait trois fois que recommence deposition car banque reclame pas envie deplacer gendarmerie car pense que vous avez bien plus important faire mais vais devoir faire est dommage car site est plutot bien fait simple utiliser merci votre comprehension,pos lign fraud cart bancair dev recevoir deposit mail trois recomment deposit banqu reclam deplac import vais devoir dommag sit plutot simpl comprehens,,,,,2.0,perceval
,"5, Boulevard de l’Hautil",,,,,,,,44.0,"Le Service Public m'a envoyé un récépissé de ma demande complétement illisible qui ne me sert à rien.
Je devrais l'envoyer à ma banque, mais je me trouve sans récépissé.
Je n'ai aucun moyen de les prévenir et demander un nouveau récipissé. 
Comment faire ?",PERCEVAL,service public envoy recepiss demande completement illisible qui sert rien devrais envoyer banque mais trouve sans recepisse aucun moyen les prevenir demander nouveau recipisse comment faire,envoy recepiss complet sert devr envoi banqu trouv recep moyen preven nouveau,,,,,2.0,perceval
,"5, Boulevard de l’Hautil",,,,,,,,45.0,"Bonjour,
Le 06/05/22, j'ai fait une déclaration d'utilisation frauduleuse de ma carte bancaire sur le site Perceval de service public.fr
J'ai immédiatement reçu un mail accusant réception de ce signalement et il était indiqué que le récépissé était accessible sur mon espace personnel de service-public.fr.
Depuis ce jour, j'ai tenté plusieurs fois par jour d'accéder au site mais j'ai toujours en retour un écran indiquant: 
""Erreur 500  
""Le serveur rencontre un problème inattendu.
""Nous vous prions de nous excuser pour ce désagrément
""Nous travaillons à la résolution de ce problème.
""Nous vous invitons à :
  ""  Réessayer plus tard
  ""  Retourner sur la page daccueil
  ""  Découvrir toutes nos actualités
  ""  Faire une recherche dans lannuaire de ladministration

J'ai fait diverses tentatives avec le navigateur Morilla Firefox, Microsoft Edge et sur mon mobile Iphone 8, avec toujours le même résultat.

Pouvez-vous m'indiquer comment procéder pour finaliser ma demande ou m'indiquer dans quel délai ce  dysfonctionnement sera réparé?

Cordialement,

RP",PERCEVAL,bonjour fait une declaration utilisation frauduleuse carte bancaire sur site perceval service public immediatement recu mail accusant reception signalement etait indiqu que recepiss etait accessible sur mon espace personnel service public depuis jour tent plusieurs fois par jour acceder site mais toujours retour ecran indiquant erreur serveur rencontre probleme inattendu nous vous prions nous excuser pour desagrement nous travaillons resolution probleme nous vous invitons reessayer plus tard retourner sur page accueil decouvrir toutes nos actualites faire une recherche dans annuaire administration fait diverses tentatives avec navigateur morilla firefox microsoft edge sur mon mobile iphone avec toujours meme resultat pouvez vous indiquer comment proceder pour finaliser demande indiquer dans quel delai dysfonctionnement sera repare cordialement,declar fraudul cart bancair sit perceval immediat mail accus recept signal recepiss accessibl personnel tent sit retour ecran erreur serveur rencontr inattendu excus retourn pag recherch annuair administr tentat navig mobil resultat pouv del repar cordial,,,,,2.0,perceval
,"5, Boulevard de l’Hautil",,,,,,,,46.0,"Victime d'une fraude à la carte bancaire, j'essaye désespérément de me connecter au site Perceval qui me donne une erreur 500.
Mon téléphone a été piraté le week-end dernier.",PERCEVAL,victime une fraude carte bancaire essaye desesperement connecter site perceval qui donne une erreur mon telephone pirat week end dernier,victim fraud cart bancair essay connect sit perceval erreur week end,,,,,2.0,perceval
,"5, Boulevard de l’Hautil",,,,,,,,47.0,"Bonjour,

J'ai une erreur 500 en me connectant sur mon compte France Connect.
Aïe !
Le serveur rencontre un problème inattendu.


identification OK
essai sur différents navigateurs
essai sur différents postes

Impossibilité de récupérer un récépissé pour ma banque.
Merci de votre aide",PERCEVAL,bonjour une erreur connectant sur mon compte france connect aie serveur rencontre probleme inattendu identification essai sur differents navigateurs essai sur differents postes impossibilit recuperer recepiss pour banque merci votre aide,erreur connect compt franc connect serveur rencontr inattendu identif essai different navig essai different post recuper recepiss banqu aid,,,,,-1.0,autre
,"5, Boulevard de l’Hautil",,,,,,,,48.0,Ma carte bancaire a été piratée. J'ai fait la demande à Perceval. Toujours pas de réponse depuis 5 jours. Un montant de 2090 a été débité de mon compte,PERCEVAL,carte bancaire piratee fait demande perceval toujours pas reponse depuis jours montant debit mon compte,cart bancair pirate perceval repons mont deb compt,,,,,2.0,perceval
,"5, Boulevard de l’Hautil",,,,,,,,49.0,Je n'ai pas reçu mon récépissé de déclaration de fraude à ma carte bancaire afin de la transmettre à ma banque,PERCEVAL,pas recu mon recepiss declaration fraude carte bancaire afin transmettre banque,recepiss declar fraud cart bancair transmettr banqu,,,,,2.0,perceval
,"5, Boulevard de l’Hautil",,,,,,,,50.0,"Bonsoir,
Hier soir déclaration de fraude à la carte bancaire. Je reçois un mail et une notification me disant que le récépissé était dans mes documents. Mais il n'y a rien. La banque attend pour m'indemniser....
Comment faire car pas de retour aux mails aide.",PERCEVAL,bonsoir hier soir declaration fraude carte bancaire recois mail une notification disant que recepiss etait dans mes documents mais rien banque attend pour indemniser comment faire car pas retour aux mails aide,hi declar fraud cart bancair recois mail recepiss docu banqu attend retour mail aid,,,,,2.0,perceval
,"5, Boulevard de l’Hautil",,,,,,,,51.0,"Bonjour, 

Jai fait une déclaration sur le site Perceval mais je nai jamais reçu le récépissé, que je dois fournir à ma banque pour clore mon dossier",PERCEVAL,bonjour fait une declaration sur site perceval mais jamais recu recepisse que dois fournir banque pour clore mon dossier,declar sit perceval recep fourn banqu,,,,,-1.0,autre
,4 rue Claude Bernard,,,,,,,,52.0,"En cherchant la gendarmerie la plus proche, je me suis rendu sur le site https://www.gendarmerie.interieur.gouv.fr/zooms/trouver-ma-gendarmerie que j'ai découvert via Google.
N'ayant pas de souris, je navigue l'interface en utilisant mon clavier (en utilisant la touche Tab), cela marche en général plutôt bien. Pourtant dans mon cas cela a été plus compliqué que cela ne pourrait. La page a l'air dédiée à mettre en avant le service mais :
- j'ai dû appuyer 59 fois sur la touche Tab avant d'atteindre le lien que je voyais en plein milieu de la page
- à plusieurs moments je n'avais pas d'indicateur où était mon focus (probablement dans un sous-menu masqué)

Le pire a été de cliquer sur le lien final et d'obtenir une erreur 403 ... en anglais !",DGGN,cherchant gendarmerie plus proche suis rendu sur site https www gendarmerie interieur gouv zooms trouver gendarmerie que decouvert via google ayant pas souris navigue interface utilisant mon clavier utilisant touche tab cela marche general plutot bien pourtant dans mon cas cela plus compliqu que cela pourrait page air dediee mettre avant service mais appuyer fois sur touche tab avant atteindre lien que voyais plein milieu page plusieurs moments avais pas indicateur etait mon focus probablement dans sous menu masque pire cliquer sur lien final obtenir une erreur anglais,cherch proch rendu sit www interieur gouv trouv vi googl touch tab march general plutot compliqu pourr pag appui touch tab lien voi plein milieu pag probabl cliqu lien final obten erreur,,,,,0.0,refus_plainte
,2 rue du général Sarrail,,,,,,,,53.0,"Très désagréable, politesse limite. Le gendarme qui nous a accueilli nous faisait ressentir son désintérêt pour son travail.",BOT RGNOR,tres desagreable politesse limite gendarme qui nous accueilli nous faisait ressentir son desinteret pour son travail,desagre limit ressent desinteret travail,,,,,-1.0,autre
,359 rue de Fontcouverte,,,,,,,,54.0,On ma inscrit à mon insu à des formations en langues étrangères auxquelles je nais pas participé. Et mon compte CPF a été vidé jai déposé une plainte à la gendarmerie et je l'ai envoyer en pièces jointes sur le site du CPF et je nais toujours aucuns remboursements sur ces heures que javais acquises.,BOT RGOCC,inscrit mon insu des formations langues etrangeres auxquelles ais pas participe mon compte cpf vid depos une plainte gendarmerie envoyer pieces jointes sur site cpf ais toujours aucuns remboursements sur ces heures que avais acquises,inscrit format etranger ais particip compt cpf depos envoi joint sit cpf ais rembours,,,,,0.0,refus_plainte
,359 rue de Fontcouverte,,,,,,,,55.0,je suis allé porté plainte car une personne avait émis un chèque le 28/12/20  à mon nom pour acheter du matériel dans une société que je connaissais pas sauf que le dit chèque ainsi que tout le reste de la souche avait été déclaré perdu le 11/09/2020 aurpès de ma banque. le personne en charge de la prise de plainte a décrété que c'était un litige commerciale et non un problème qui avait sa place dans une commissariat de police.j'ai attendu plus d'une heure que cette personne ait finit de manger tout ça pour entendre ça ?je trouve ça honteux le manque de considération pour les usagers.je remercie par contre la gendarmerie de balaruc le vieux qui a su m'écouter et prendre ma plainte.,BOT RGOCC,suis all port plainte car une personne avait emis cheque mon nom pour acheter materiel dans une societ que connaissais pas sauf que dit cheque ainsi que tout reste souche avait declar perdu aurpes banque personne charge prise plainte decret que etait litige commerciale non probleme qui avait place dans une commissariat police attendu plus une heure que cette personne ait finit manger tout pour entendre trouve honteux manque consideration pour les usagers remercie par contre gendarmerie balaruc vieux qui ecouter prendre plainte,chequ nom achet societ connaiss chequ rest declar perdu banqu charg litig commercial plac attendu fin entendr trouv manqu consider usager contr balaruc ecout,,,,,0.0,refus_plainte
,359 rue de Fontcouverte,,,,,,,,56.0,"Bonjour, J'ai pris contact par téléphone à la gendarmerie du SolerLe gendarme que j'ai eu au téléphone, a refusé de prendre ma plainte pour articles achetés, payés mais non livrés. Pourtant, j'ai bien expliqué que j'étais une personne handicapée vivant seule ne pouvant se déplacée. Ensuite, j'ai expliqué ma situation avec courtoisie ; n'ayant reçu les articles commandés, je l'ai déclaré auprès de Paypal (qui est le payeur), après un temps sans réponse du fabriquant, j'ai transformé ma déclaration en réclamation auprès de Paypal. Pour que Paypal puisse me rembourser (au vue des pièces que je leurs avais remis pour justifier l'arnaque de la société), il me demandait un dépôt de plainte d'un organisme officiel d'état (Police ou Gendarmerie) au plus tard le 23/01/2021 avant clôture du dossier si je ne répondais pasPour votre information, la société Paypal a clôturé mon dossier le 23/01/2021, pour manque de dépôt de plainte pour poursuivre la réclamation, et j'ai perdue l'investissement des articles achetés et non livrés et sans que le fabriquant puisse être sanctionnéPouvez-vous me dire pourquoi vous n'acceptez pas les plaintes pour articles non reçus, sachant que le fabriquant ne me les a pas envoyés (preuves en mains), car la réponse du gendarme était catégorique (Nous ne prenons pas les plaintes pour Paypal, et il a ajouté, ils savent bien pourquoi !) ??Pouvez-vous me dire aussi ce qu'a voulu dire votre collègue par ""Ils savent bien pourquoi"" les plaintes ne sont pas prise, car je n'ai eu aucune explication ??J'en profite pour vous demander en supplément, ne pouvant me déplacer seul, et il possible que ce soit les gendarmes qui viennent chez moi relever le de dépôt de plainte ou dois-je absolument me déplacer ??Je vous souhaite une bonne réception et je reste à votre disposition pour tout complément d'informationA l'avance merci pour votre réponseBien cordialement.",BOT RGOCC,bonjour pris contact par telephone gendarmerie solerle gendarme que telephone refus prendre plainte pour articles achetes payes mais non livres pourtant bien expliqu que etais une personne handicapee vivant seule pouvant deplacee ensuite expliqu situation avec courtoisie ayant recu les articles commandes declar aupres paypal qui est payeur apres temps sans reponse fabriquant transform declaration reclamation aupres paypal pour que paypal puisse rembourser vue des pieces que leurs avais remis pour justifier arnaque societe demandait depot plainte organisme officiel etat police gendarmerie plus tard avant cloture dossier repondais paspour votre information societ paypal clotur mon dossier pour manque depot plainte pour poursuivre reclamation perdue investissement des articles achetes non livres sans que fabriquant puisse etre sanctionnepouvez vous dire pourquoi vous acceptez pas les plaintes pour articles non recus sachant que fabriquant les pas envoyes preuves mains car reponse gendarme etait categorique nous prenons pas les plaintes pour paypal ajoute ils savent bien pourquoi pouvez vous dire aussi voulu dire votre collegue par ils savent bien pourquoi les plaintes sont pas prise car aucune explication profite pour vous demander supplement pouvant deplacer seul possible que soit les gendarmes qui viennent chez moi relever depot plainte dois absolument deplacer vous souhaite une bonne reception reste votre disposition pour tout complement informationa avance merci pour votre reponsebien cordialement,contact refus articl achet pay livr expliqu viv seul pouv deplace ensuit expliqu articl command declar paypal repons fabriqu declar reclam paypal paypal puiss rembours rem justifi arnaqu societ depot organ officiel etat clotur repond inform societ paypal clotur manqu depot reclam perdu invest articl achet livr fabriqu puiss accept articl recus fabriqu envoy preuv repons categor paypal ajout savent pouv savent expliqu pouv deplac seul possibl relev depot absolu deplac souhait recept rest disposit avanc cordial,,,,,0.0,refus_plainte
